pid,country,name_2,cellarea,coral_prop,coral_prop25,coral_prop75,forest_prop,beach,wildlife,ruins,roads,develop,pa_min_dist,mangrove_prop
1153,Guatemala,NA,19799119.566004574,0,0,0,0.4347639310920963,0,0,0,0,1,8419.212564531852,0.07756835112038868
1154,Guatemala,NA,516111.14685085637,0,0,0,0,0,1,0,0,0,12043.889959808728,0
1155,Guatemala,NA,13057660.917731002,0,0,0,0,0,1,0,0,0,13869.511189269093,0
1156,Belize,NA,8592974.176880777,0,0,0,0,0,1,0,0,0,15248.212820671071,0
1157,Belize,NA,21650635.09461087,0,0,0,0.037487545665893456,1,0,0,0,0,7251.757747072138,0.017820330534646017
1158,Belize,NA,21650635.094611824,0,0,0,0.9975091331783482,0,0,0,1,1,1533.6897410752808,0
1159,Belize,NA,21650635.09461087,0,0,0,0.8144719362338468,0,0,0,0,0,6781.931994003767,0
1160,Belize,NA,21650635.09461087,0,0,0,0.924277648621763,0,0,0,0,0,14725.73039916355,0
1161,Belize,NA,21650635.094611347,0,0,0,0.4328296247094093,0,0,1,0,0,23176.472515423437,0
1162,Belize,NA,21650635.09461087,0,0,0,0.9984224510129985,0,0,0,0,0,31740.362643289147,0
1163,Belize,NA,21650635.094611824,0,0,0,1,0,0,0,0,0,40345.4131618056,0
1164,Belize,NA,21650635.09461087,0,0,0,0.7992361341747296,0,0,0,0,0,41547.32587347956,0
1165,Belize,NA,21650635.094611824,0,0,0,0,0,0,0,0,0,42958.755592928035,0
1166,Mexico,NA,21650635.094610155,0,0,0,NA,0,1,0,1,0,3475.139668219478,0
1167,Mexico,NA,21122047.422849715,0,0,0,NA,1,1,0,0,1,857.5130082050365,0
1168,Mexico,NA,21650635.0946123,0,0,0,NA,0,0,0,0,0,8785.611034108646,0
1169,Mexico,NA,21650635.09461111,0,0,0,NA,0,0,0,0,0,17349.659784632728,0
1170,Mexico,NA,21650635.09461111,0,0,0,NA,0,0,0,0,0,25977.575484296867,0
1171,Guatemala,NA,21650635.094611287,0,0,0,0.7979076718698321,0,0,0,1,1,33652.4649739902,0
1172,Guatemala,NA,21650635.094610423,0,0,0,0.8980405181003589,0,0,0,1,1,27113.12979541761,0
1173,Guatemala,NA,21650635.094610423,0,0,0,0.8362670209233372,0,0,0,0,1,22085.180908940343,0
1174,Guatemala,NA,21650635.094611734,0,0,0,0.9421288608435794,0,0,0,0,0,16269.077013047425,0
1175,Guatemala,NA,21650635.094610423,0,0,0,0.7198605114580354,0,0,0,0,1,8797.865824098957,0.037120266029444494
1176,Guatemala,NA,19100780.419602968,0,0,0,0,0,1,0,0,0,8882.094074869725,0
1177,Belize,NA,21650635.094610423,0,0,0,0,0,0,0,0,0,10487.631608411697,0
1178,Belize,NA,21650635.094610423,0,0,0,0.06061109266024981,1,0,0,0,1,2251.7577470720075,0.002462294633907221
1179,Belize,NA,21650635.094610423,0,0,0,0.940053138492258,0,0,0,1,1,1781.931994003751,0
1180,Belize,NA,21650635.094611734,0,0,0,0.9495599468615137,0,0,0,0,0,9951.272071892718,0
1181,Belize,NA,21650635.094610423,0,0,0,0.7189056791764014,0,0,0,1,1,18556.119161024948,0
1182,Belize,NA,21650635.094611287,0,0,0,0.4090833610096424,0,0,0,0,1,27196.163346830006,0
1183,Belize,NA,21650635.094610423,0,0,0,0.9947276652275656,0,0,0,0,0,35845.96271906736,0
1184,Belize,NA,21650635.094610423,0,0,0,0.9821072733311847,0,0,0,0,0,38968.61721556443,0
1185,Belize,NA,21650635.094610423,0,0,0,0.04508468947193924,0,0,0,0,0,39572.394400482226,0
1186,Mexico,NA,21650635.094610423,0,0,0,0.822235137828019,0,0,0,0,0,43303.25654953327,0
1187,Mexico,NA,21650635.094611138,0,0,0,NA,0,0,0,0,0,7315.293566275145,0
1188,Mexico,NA,12858573.559460878,0,0,0,NA,1,1,0,1,1,0,8.632371509743571e-4
1189,Mexico,NA,21650635.094610095,0,0,0,NA,0,1,0,0,0,4314.1431548564005,0
1190,Mexico,NA,21650635.094610095,0,0,0,NA,0,0,0,0,0,12939.689507885023,0
1191,Mexico,NA,21650635.094611138,0,0,0,NA,0,0,0,0,0,21593.038182718105,0
1192,Mexico,NA,21650635.094611138,0,0,0,NA,0,0,0,0,0,30250.33935942145,0
1193,Guatemala,NA,21650635.09461099,0,0,0,0.8691464629691485,0,0,0,0,1,35976.334904330506,0
1194,Guatemala,NA,21650635.09461063,0,0,0,0.9607273331119778,0,0,0,0,0,28683.184094209624,0
1195,Guatemala,NA,21650635.094611824,0,0,0,0.9965958153437418,0,0,0,0,1,22368.69370928506,0
1196,Guatemala,NA,21650635.09461063,0,0,0,0.38741281966126423,0,0,0,0,1,18110.545732729755,0
1197,Guatemala,NA,21650635.09461063,0,0,0,0.9850547990701326,0,0,0,0,1,11274.068149504388,0
1198,Guatemala,NA,15495916.564648926,0,0,0,0.8089718869200159,0,0,0,0,0,3850.2193238869427,0.018394254236806178
1199,Guatemala,NA,3781319.164288171,0,0,0,0,0,0,0,0,0,5225.115911446402,0
1200,Guatemala,NA,19710132.761423886,0,0,0,0,0,1,0,0,0,11366.152628486157,0
1201,Belize,NA,1940502.3331880122,0,0,0,0,0,0,0,0,0,14736.726122641492,0
1202,Belize,NA,21650635.09461063,4.981733643308156e-4,4.981733643308156e-4,4.981733643308156e-4,0,0,0,0,0,0,6121.50629200352,0
1203,Belize,NA,21650635.094611824,0,0,0,0.2000996346728666,1,0,0,1,1,0,0.009851904993456116
1204,Belize,NA,21650635.09461063,0,0,0,0.877781467950897,0,0,0,0,0,5586.456471573989,9.560920457850897e-4
1205,Belize,NA,21650635.09461063,0,0,0,1,0,0,0,0,0,14195.43019348533,0
1206,Belize,NA,21650635.09461099,0,0,0,0.7347641979409133,0,0,0,1,1,22843.204259635204,0
1207,Belize,NA,21650635.09461063,0,0,0,0.8118980405181466,0,0,0,0,0,31497.836803766888,0
1208,Belize,NA,21650635.094611824,0,0,0,0.9999584855529745,0,0,0,0,0,36610.26065432563,0
1209,Belize,NA,21650635.09461063,0,0,0,0.951386582530775,0,0,0,0,0,36558.09233372907,0
1210,Belize,NA,21650635.094611824,0,0,0,0.24140650946529443,0,0,0,0,0,38154.53459206682,0
1211,Mexico,NA,21650635.09461063,0,0,0,0.9929010295583429,0,0,0,0,0,40763.21321169715,0
1212,Mexico,NA,21650635.09461099,0,0,0,0.7522417801395191,0,0,0,0,0,41230.81227941762,0
1213,Mexico,NA,21650635.094609797,0,0,0,NA,0,1,0,0,0,4142.486991794568,0
1214,Mexico,NA,7724052.845997453,0,0,0,NA,0,1,0,0,0,2784.8782006769247,0
1215,Mexico,NA,21650635.09461218,0,0,0,NA,0,1,0,0,0,9157.534301240014,0
1216,Mexico,NA,21650635.09461099,0,0,0,NA,0,0,0,0,0,17540.92836420708,0
1217,Mexico,NA,21650635.09461099,0,0,0,NA,0,0,0,0,0,26105.706297247067,0
1218,Mexico,NA,21650635.094609797,0,0,0,NA,0,0,0,0,0,34717.88637976084,0
1219,Guatemala,NA,21650635.09461069,0,0,0,0.15800398538692323,0,0,0,0,1,38547.12058177226,0
1220,Guatemala,NA,21650635.094611168,0,0,0,0.8615908336101241,0,0,0,0,1,30976.334904330462,0
1221,Guatemala,NA,21650635.09461069,0,0,0,0.8353952175357479,0,0,0,1,1,23726.8139609819,0
1222,Guatemala,NA,21650635.09461069,0,0,0,0.7977000996347162,0,0,0,0,1,17764.996741247447,0
1223,Guatemala,NA,21650635.094611883,0,0,0,0.8933078711391558,0,0,0,0,0,14616.185109844,0
1224,Guatemala,NA,21650635.09461069,0,0,0,0.9100381932913149,0,0,0,0,1,6286.999158806013,0
1225,Guatemala,NA,6990022.93690443,0,0,0,0.352580871966294,1,0,0,0,1,104.99996912549666,0
1226,Guatemala,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,6381.04067528388,0
1227,Guatemala,NA,2380433.3182142377,0,0,0,0,0,0,0,0,0,14717.716241225593,0
1228,Belize,NA,19270201.776396334,0,0,0,0,0,0,0,0,0,10938.625112097354,0
1229,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,3218.068005996187,0
1230,Belize,NA,20335133.15903884,0,0,0,0.543837561238927,0,0,0,0,0,2748.2422529276555,0.13782102298844934
1231,Belize,NA,21650635.094611883,0,0,0,0.9386001328462298,0,0,0,0,0,10425.493678387142,0.046241734625005464
1232,Belize,NA,21650635.09461069,0,0,0,1,0,0,0,0,0,18814.69268703043,0
1233,Belize,NA,21650635.094611168,0,0,0,0.6672617070740834,0,0,0,1,1,27373.242471010326,0
1234,Belize,NA,21650635.09461069,0,0,0,0.7446861507805121,0,0,0,0,0,34796.99558398729,0
1235,Belize,NA,21650635.09461069,0,0,0,1,0,0,0,0,0,33968.617215564795,0
1236,Belize,NA,21650635.09461069,0,0,0,0.2697608767851359,0,0,0,0,0,34659.60511072734,0
1237,Belize,NA,21650635.09461069,0,0,0,0,0,0,0,0,0,37357.22983958009,0
1238,Mexico,NA,21650635.09461069,0,0,0,0.47073231484559186,0,0,0,0,0,29404.111698500976,0
1239,Mexico,NA,21650635.094611883,0,0,0,0.549941879774161,0,0,0,0,0,36211.669654560596,0
1240,Mexico,NA,21650635.09461069,0,0,0,0.5195948189970392,0,0,1,0,0,38308.48333825921,0
1241,Mexico,NA,21650635.094610214,0,0,0,0.7583444038525986,0,0,0,1,0,39683.595283776034,0
1242,Mexico,NA,21650635.094611406,0,0,0,NA,0,0,0,0,0,9142.486991795122,0
1243,Mexico,NA,7655610.612262845,0,0,0,NA,0,1,0,0,0,3896.6559750834163,0
1244,Mexico,NA,21650635.094610214,0,0,0,NA,0,1,0,0,0,6524.860331780384,0
1245,Mexico,NA,21650635.094610214,0,0,0,NA,0,0,0,0,0,14110.600192628055,0
1246,Mexico,NA,21650635.094611406,0,0,0,NA,0,0,0,0,0,22314.407256210845,0
1247,Mexico,NA,21650635.094611406,0,0,0,NA,0,0,0,0,0,30769.408583785735,0
1248,Mexico,NA,21650635.09461236,0,0,0,NA,0,0,0,0,0,39313.86826548331,0
1249,Guatemala,NA,21650635.094611347,0,0,0,0.8346064430421987,0,0,0,0,0,33557.66911009103,0
1250,Guatemala,NA,21650635.09461063,0,0,0,0.7814264363999117,0,0,0,0,1,25976.33490433015,0
1251,Guatemala,NA,21650635.094611824,0,0,0,0.9229076718698126,0,0,0,1,1,18793.572084511132,0
1252,Guatemala,NA,21650635.09461063,0,0,0,0.6735719030222902,0,0,0,0,1,13447.370009530807,0
1253,Guatemala,NA,21650635.09461063,0,0,0,0.9958900697443278,0,0,0,0,1,10052.592349658484,0
1254,Guatemala,NA,21650635.094611347,0,0,0,0.585353703088689,0,0,0,0,1,1395.7450361755925,0
1255,Guatemala,NA,20473761.483929336,0,0,0,0,0,0,0,0,1,1498.6442623942153,0
1256,Guatemala,NA,21650635.094611824,0,0,0,0,0,0,0,0,0,10155.758262326119,0
1257,Belize,NA,21650635.09461063,0.00672534041846601,0.00672534041846601,0.00672534041846601,0,0,0,0,0,0,8218.068005996969,0
1258,Belize,NA,21650635.094611824,0,0,0,0,0,0,0,0,0,3466.310258923775,0
1259,Belize,NA,15700416.846138515,0,0,0,0.4282134583510564,0,0,0,0,0,7748.242252928305,0.23437854080942316
1260,Belize,NA,21650635.09461063,0,0,0,0.8396712055795896,0,0,0,0,0,15367.932228096372,0.1293889312247181
1261,Belize,NA,21650635.094611347,0,0,0,0.9740119561607673,0,0,0,0,0,23589.72410683652,0
1262,Belize,NA,21650635.09461063,0,0,0,0.9395964795749457,0,0,0,1,0,32043.358530372654,0
1263,Belize,NA,21650635.094611824,0,0,0,0.8852540684158106,0,0,0,0,0,31632.657381605815,0
1264,Belize,NA,21650635.09461063,0,0,0,0.8232314845566727,0,0,0,0,0,31572.265406933937,0
1265,Belize,NA,21650635.094611824,0,0,0,0.5435071404848899,0,0,0,0,0,33407.818512760656,0
1266,Belize,NA,21650635.09461063,0,0,0,0.2594652939222998,0,0,0,0,0,37220.38060844209,0
1267,Mexico,NA,21650635.094611824,0,0,0,0.18324476917967492,0,0,0,0,0,24561.10950304238,0
1268,Mexico,NA,21650635.09461063,0,0,0,0.16452175357025184,0,0,0,0,0,31223.8904432734,0
1269,Mexico,NA,21650635.09461063,0,0,0,0.852416140817053,0,0,0,0,0,35763.21321169704,0
1270,Mexico,NA,21650635.094611347,0,0,0,0.7267934241116083,0,0,0,0,0,36295.28549417432,0
1271,Mexico,NA,21650635.094611824,0,0,0,0.8194121554300914,0,0,0,0,0,38724.61217459155,0
1272,Mexico,NA,21650635.09461111,0,0,0,NA,0,0,0,1,1,14142.486991795282,0
1273,Mexico,NA,21650635.094609916,0,0,0,NA,0,1,0,0,0,7173.672071992495,0
1274,Mexico,NA,1467773.0407726765,0,0,0,NA,0,1,0,0,0,7038.809647113049,0
1275,Mexico,NA,21650635.0946123,0,0,0,NA,0,1,0,0,0,11524.860331781165,0
1276,Mexico,NA,21650635.09461111,0,0,0,NA,0,0,0,0,0,19088.154471137743,0
1277,Mexico,NA,21650635.09461111,0,0,0,NA,0,0,0,0,0,27169.4934533912,0
1278,Mexico,NA,21650635.094609916,0,0,0,NA,0,0,0,0,0,35524.7112291395,0
1279,Mexico,NA,21650635.094609916,0,0,0,NA,0,0,0,0,0,43998.05497193736,0
1280,Guatemala,NA,21650635.0946106,0,0,0,0.4562852872800001,0,0,0,0,1,36588.528237435705,0
1281,Guatemala,NA,21650635.09461105,0,0,0,0.9646296911325507,0,0,0,0,1,28571.905905260417,0
1282,Guatemala,NA,21650635.0946106,0,0,0,0.9113666555962008,0,0,0,0,1,20976.33490433072,0
1283,Guatemala,NA,21650635.0946106,0,0,0,0.7910577881103086,0,0,0,0,0,13908.091265606019,0
1284,Guatemala,NA,21650635.094611794,0,0,0,0.7889405513118593,0,0,0,0,1,9801.449440257105,0
1285,Guatemala,NA,21650635.0946106,0,0,0,0.9691132514115478,0,0,0,0,1,6202.931462751441,0
1286,Guatemala,NA,21650635.09461105,0,0,0,0.06937064098306474,0,0,0,0,1,0,0
1287,Guatemala,NA,21650635.0946106,0,0,0,0,0,0,0,0,0,6298.228354735309,0
1288,Guatemala,NA,17162246.66805359,0,0,0,0,0,0,0,0,0,13644.558299669332,0
1289,Belize,NA,4488388.426557008,0,0,0,0,0,0,0,0,0,13218.068005996796,0
1290,Belize,NA,21650635.0946106,0.0030305546330124653,0.0030305546330124653,0.0030305546330124653,0,0,0,0,0,0,6750.5448690258645,0
1291,Belize,NA,4951676.011424862,0,0,0,0,0,0,0,0,0,6514.421259145756,0.013397421459174465
1292,Belize,NA,5309284.839730865,0,0,0,0.09581870642061693,0,0,0,0,0,12748.242252928594,0.74101375191818
1293,Belize,NA,21650635.0946106,0,0,0,0.9787446031219437,0,0,0,0,0,20338.529039648292,0.009477782019020154
1294,Belize,NA,21650635.09461105,0,0,0,0.9694453669877485,0,0,0,0,0,28442.17829150852,0
1295,Belize,NA,21650635.0946106,0,0,0,0.9342411159083907,0,0,0,1,1,29935.676533467347,0
1296,Belize,NA,21650635.0946106,0,0,0,0.636873131849921,0,0,0,0,0,28968.617215565824,0
1297,Belize,NA,21650635.0946106,0,0,0,0.8122301560943683,0,0,0,0,0,29775.863619312007,0
1298,Belize,NA,21650635.0946106,0,0,0,0.23260544669546362,0,0,0,0,0,32876.68549491589,0
1299,Belize,NA,21650635.094611794,0,0,0,0.369104948522087,0,0,0,0,0,37751.170100902564,0
1300,Belize,NA,21650635.0946106,0,0,0,0.002822982397874625,0,0,0,0,0,43811.24557511498,0
1301,Mexico,NA,21650635.0946106,0,0,0,0.2587180338758039,0,0,0,0,0,19796.32327638106,0
1302,Mexico,NA,21650635.0946106,0,0,0,0.11752739953504507,0,0,0,0,0,26240.763130214622,0
1303,Mexico,NA,21650635.094611794,0,0,0,0.2634506808369322,0,0,0,0,0,33492.42507764158,0
1304,Mexico,NA,21650635.0946106,0,0,0,0.47604616406512246,0,0,0,0,0,33315.27823027528,0
1305,Mexico,NA,21650635.094610095,0,0,0,0.5543839256061563,0,0,0,1,1,34887.75720119731,0
1306,Mexico,NA,21650635.0946106,0,0,0,0.889613085353755,0,0,0,0,0,38397.961423732275,0
1307,Mexico,NA,21650635.09461108,0,0,0,NA,0,0,0,1,1,19142.486991794474,0
1308,Mexico,NA,21650635.09461108,0,0,0,NA,0,0,0,0,0,11953.51165618042,0
1309,Mexico,NA,7931803.540327698,0,0,0,NA,0,1,0,0,0,8413.605427375272,0
1310,Mexico,NA,17643317.88727082,0,0,0,NA,0,1,0,0,0,9962.897666553348,0
1311,Mexico,NA,21650635.094610095,0.0393556957821354,0.0393556957821354,0.0393556957821354,NA,0,0,0,0,0,16524.86033178077,0
1312,Mexico,NA,21650635.09461108,0,0,0,NA,0,0,0,0,0,24075.012864624372,0
1313,Mexico,NA,21650635.09461108,0,0,0,NA,0,0,0,0,0,32069.14370281313,0
1314,Mexico,NA,21650635.09461248,0,0,0,NA,0,0,0,0,0,40339.232903359734,0
1315,Mexico,NA,21650635.094610095,0,0,0,NA,0,0,0,0,0,48745.02481927218,0
1316,Guatemala,NA,21650635.094611228,0,0,0,0.9922367984058746,0,0,0,0,0,31685.28127598482,0
1317,Guatemala,NA,21650635.09461063,0,0,0,0.9148538691465152,0,0,0,0,1,23592.169421564617,0
1318,Guatemala,NA,21650635.094611824,0,0,0,0.8936399867153788,0,0,0,1,1,15976.334904330777,0
1319,Guatemala,NA,21650635.09461063,0,0,0,0.5276486217203888,0,0,0,0,1,9147.221086709023,0
1320,Guatemala,NA,21650635.09461063,0,0,0,0.9267270009963996,0,0,0,0,1,7217.612204008122,0
1321,Guatemala,NA,21650635.094611228,0,0,0,0.32476751909665524,1,0,0,0,1,3711.359474746465,0
1322,Guatemala,NA,21650635.09461063,0,0,0,0,0,0,0,0,0,3790.758497872881,0
1323,Guatemala,NA,21650635.094611824,0,0,0,0,0,0,0,0,0,11273.39461704216,0
1324,Guatemala,NA,15329645.80746457,0,0,0,0,0,0,0,0,0,12970.634784891243,0
1325,Belize,NA,6320989.287146434,0,0,0,0,0,0,0,0,0,11302.678270600945,0
1326,Belize,NA,21650635.094611824,7.472600464961823e-4,7.472600464961823e-4,7.472600464961823e-4,0,0,0,0,0,0,8466.310258924614,0
1327,Belize,NA,19920627.563316025,0,0,0,0.7168177938343081,0,0,0,0,0,17748.242252927645,0.26010543011882137
1328,Belize,NA,21650635.094611228,0,0,0,0.8069163068748163,0,0,0,0,0,25320.706665215843,0.06181604171560191
1329,Belize,NA,21650635.09461063,0,0,0,0.6709149784125259,0,0,0,0,0,29011.453703850697,0
1330,Belize,NA,21650635.094611824,0,0,0,0.23717203586848273,0,0,0,1,0,26663.436403929834,0
1331,Belize,NA,21650635.09461063,0,0,0,0.9479408834274868,0,0,0,0,0,26591.761332604186,0
1332,Belize,NA,21650635.094611824,0,0,0,0.3793590169378952,0,0,0,0,0,28747.10708272904,0
1333,Belize,NA,21650635.09461063,0,0,0,0.9243191630688007,0,0,0,0,0,33100.91479825931,0
1334,Belize,NA,21650635.09461063,0,0,0,0.0799568249750959,0,0,0,0,0,38922.29380878468,0
1335,Belize,NA,21650635.094611228,0,0,0,0,0,0,0,0,0,40682.71020561076,0
1336,Belize,NA,21650635.09461063,0,0,0,0.25585353703090136,0,0,0,0,0,32175.914053807614,0
1337,Belize,NA,21650635.09461063,0,0,0,0.9999584855530296,0,0,0,0,0,15674.900836903622,0
1338,Belize,NA,21650635.09461063,0,0,0,0.859141481235519,0,0,0,0,0,8133.002368525016,0
1339,Belize,NA,21650635.094611228,0,0,0,0.960478246429786,0,0,0,1,1,4279.113664789076,0
1340,Mexico,NA,21650635.09461063,0,0,0,0.47862005978083105,0,0,0,1,1,15183.567779198807,0
1341,Mexico,NA,21650635.094611824,0,0,0,0.49207074061773604,0,0,0,0,0,21265.558184505822,0
1342,Mexico,NA,21650635.09461063,0,0,0,0.058037196944540015,0,0,0,0,0,28635.368475747546,0
1343,Mexico,NA,21650635.09461063,0,0,0,0.16796745267354,0,0,0,0,0,30763.213211698127,0
1344,Mexico,NA,21650635.094611228,0,0,0,0.6631102623713249,0,0,0,0,0,31380.17872776738,0
1345,Mexico,NA,21650635.094611824,0,0,0,0.8572733311192313,0,0,0,0,0,34160.84682726188,0
1346,Mexico,NA,21650635.094611228,0,0,0,0.9999169711059744,0,0,0,0,0,38719.64998452909,0
1347,Mexico,NA,21650635.094611228,0,0,0,NA,0,0,0,1,0,24142.486991795147,0
1348,Mexico,NA,21650635.094611228,0,0,0,NA,0,0,0,0,0,16861.53346621756,0
1349,Mexico,NA,20789700.481350005,0,0,0,NA,0,0,0,0,0,11538.416019204753,0
1350,Mexico,NA,21650635.09461242,0.0014114911989371942,0.0014114911989371942,0.0014114911989371942,NA,0,1,0,0,0,14646.089349447859,0
1351,Mexico,NA,21650635.094611228,0,0,0,NA,0,0,0,0,0,21524.860331780586,0
1352,Mexico,NA,21650635.094611228,0,0,0,NA,0,0,0,0,0,29066.386905662086,0
1353,Mexico,NA,21650635.094610035,0,0,0,NA,0,0,0,0,0,36995.656247045015,0
1354,Mexico,NA,21650635.094610035,0,0,0,NA,0,0,0,0,0,45194.05176070581,0
1355,Mexico,NA,21650635.09461242,0,0,0,NA,0,0,0,0,0,53538.08035360525,0
1356,Guatemala,NA,16080916.969391301,0,0,0,0.5675955946503881,0,0,0,0,0,35235.78141630343,0
1357,Honduras,NA,5569718.125219479,0,0,0,0.9377510444689218,0,0,0,0,0,36986.74994869225,0
1358,Guatemala,NA,21650635.094611168,0,0,0,0.9359847226835241,0,0,0,0,1,26817.78701710838,0
1359,Guatemala,NA,21650635.094610482,0,0,0,0.9273912321488471,0,0,0,0,0,18623.294793684316,0
1360,Guatemala,NA,21650635.094610482,0,0,0,0.796828296247145,0,0,0,0,1,10976.334904330954,0
1361,Guatemala,NA,21650635.094611675,0,0,0,0.8278811026237204,0,0,0,0,1,4889.611903394539,0
1362,Guatemala,NA,21650635.094610482,0,0,0,0.9793673198273626,0,0,0,0,1,5415.668708080504,0
1363,Guatemala,NA,21650635.094611168,0,0,0,0,0,0,0,0,0,4895.00003087611,0
1364,Guatemala,NA,21650635.094610482,0,0,0,0,0,0,0,0,0,8763.081408520216,0
1365,Guatemala,NA,21650635.094610482,0,0,0,0,0,0,0,0,0,16122.38245882586,0
1366,Guatemala,NA,2597703.8925837874,0,0,0,0,0,0,0,0,0,14161.851315788357,0
1367,Belize,NA,19052931.202026725,0,0,0,0,0,0,0,0,0,11411.965589590529,0
1368,Belize,NA,5195467.051317185,0.013493975136384026,0.013493975136384026,0.013493975136384026,0,0,0,0,0,0,11273.898479711972,0
1369,Belize,NA,21650635.094610482,0,0,0,0.582987379608141,0,0,0,0,0,22748.242252928554,0.32033343694938277
1370,Belize,NA,21650635.094611168,0,0,0,0.7046247093988935,0,0,0,0,0,28934.134901617894,0
1371,Belize,NA,21650635.094610482,0,0,0,0.31883095317172416,0,0,0,0,0,25128.83915664857,0
1372,Belize,NA,21650635.094610482,0,0,0,0.6434739289273079,0,0,0,0,0,23968.6172155644,0
1373,Belize,NA,21650635.094610482,0,0,0,0.9689056791764155,0,0,0,0,0,24938.241359812208,0
1374,Belize,NA,21650635.094610482,0,0,0,0.6108435735636393,0,0,0,0,0,28569.044033288825,0
1375,Belize,NA,21650635.094611675,0,0,0,0.7501245433410894,0,0,0,0,0,34065.59366621415,0
1376,Belize,NA,21650635.094610482,0,0,0,0.008635004981734196,0,0,0,0,0,40678.48407558158,0
1377,Belize,NA,21650635.094611168,0,0,0,0,0,0,0,0,0,36967.30644447644,0
1378,Belize,NA,21650635.094610482,0,0,0,0.6575473264696535,0,0,0,0,0,28666.8498667743,0
1379,Belize,NA,21650635.094610482,0,0,0,0.8581866489538909,0,0,0,0,0,20663.85290328352,0
1380,Belize,NA,21650635.094611675,0,0,0,0.9949352374626459,0,0,0,1,1,13131.56609427056,0
1381,Belize,NA,21650635.094610482,0,0,0,0.7715459980073559,0,0,0,0,0,7255.65735220223,0
1382,Belize,NA,21650635.094611168,0,0,0,0.8820989704417422,0,0,0,0,0,7491.033793508523,0
1383,Belize,NA,21650635.094610482,0,0,0,0.9931501162405153,0,0,0,0,0,13649.883608612701,0
1384,Belize,NA,21650635.094610482,0,0,0,0.9624294254401148,0,0,0,0,0,21202.746773646788,0
1385,Belize,NA,21650635.094611675,0,0,0,0.33327798073729953,0,0,0,0,0,29236.330246317997,0
1386,Belize,NA,21650635.094610482,0,0,0,0.8938060445035444,0,0,0,0,0,35162.31528457304,0
1387,Belize,NA,21650635.094611168,0,0,0,0.69308369312523,0,0,0,0,0,37042.19969899317,0
1388,Belize,NA,12305930.715764731,0,0,0,0.6472725327223234,0,0,0,0,0,10917.281976207638,0
1389,Mexico,NA,9344704.378846493,0,0,0,0.4083986715507922,0,0,0,1,1,13828.803842812542,0
1390,Belize,NA,2547242.2170823365,0,0,0,0.22300609460676113,0,0,0,0,1,16305.529127910415,0
1391,Mexico,NA,19103392.87752825,0,0,0,0.2623506566436505,0,0,0,1,1,16579.67068267454,0
1392,Mexico,NA,21650635.094610482,0,0,0,0.37259216207242507,0,0,0,0,1,23635.36847574742,0
1393,Mexico,NA,21650635.094611675,0,0,0,0.2920956492859541,0,0,0,0,0,28532.62002453516,0
1394,Mexico,NA,21650635.094610482,0,0,0,0.4404267685154716,0,0,0,0,0,28324.470541278162,0
1395,Mexico,NA,21650635.094609976,0,0,0,0.6743606775158345,0,0,0,1,0,30158.306822708066,0
1396,Mexico,NA,21650635.094610482,0,0,0,0.9341580870143408,0,0,0,0,0,34158.034331346775,0
1397,Mexico,NA,21650635.094611228,0,0,0,0.9960146130853832,0,0,0,0,0,39673.91017218152,0
1398,Mexico,NA,21650635.094611228,0,0,0,NA,0,0,0,0,0,21811.377323551817,0
1399,Mexico,NA,21650635.094611228,0,0,0,NA,0,0,0,0,0,15797.465434372329,0
1400,Mexico,NA,1590111.6940647066,0,0,0,NA,0,0,0,0,0,15182.063421546112,0
1401,Mexico,NA,9869853.592830548,0,0,0,NA,0,1,0,0,0,14569.656404179652,0
1402,Mexico,NA,21650635.094609976,0,0,0,NA,0,1,0,0,0,19487.34298332717,0
1403,Mexico,NA,21650635.094611228,0,0,0,NA,0,0,0,0,0,26524.8603317808,0
1404,Mexico,NA,21650635.094611228,0,0,0,NA,0,0,0,0,0,34060.2914119573,0
1405,Mexico,NA,21650635.09461236,0,0,0,NA,0,0,0,0,0,41939.56585930818,0
1406,Mexico,NA,21650635.094609976,0,0,0,NA,0,0,0,0,0,50077.44919489325,0
1407,Mexico,NA,21650635.094609976,0,0,0,NA,0,0,0,0,0,58365.868889848556,0
1408,Guatemala,NA,21650635.09461111,0,0,0,0.961640650946563,0,0,0,0,0,30525.349186768617,0
1409,Guatemala,NA,21650635.09461075,0,0,0,0.8807289936898496,0,0,0,0,1,22009.778541632564,0
1410,Guatemala,NA,21650635.094611824,0,0,0,0.8461059448688162,0,0,0,1,1,13677.125426389119,0
1411,Guatemala,NA,21650635.09461075,0,0,0,0.8194951843241871,0,0,0,0,0,5976.334904330556,0
1412,Guatemala,NA,21650635.09461075,0,0,0,0.7873214878778221,0,0,0,0,1,2221.2202419730056,0
1413,Guatemala,NA,21650635.09461111,0,0,0,0.029184656260379634,1,0,0,0,1,5283.722217502742,0
1414,Guatemala,NA,21650635.09461075,0,5.812022583859483e-4,0,0,0,0,0,0,0,7957.377099142419,0
1415,Guatemala,NA,21650635.094611824,0,0,0,0,0,0,0,0,0,13755.484053844213,0
1416,Guatemala,NA,21650635.09461075,0,0,0,0,0,0,0,0,0,15408.23282138303,0
1417,Belize,NA,21650635.094611824,0,0,0,0,0,0,0,0,0,13466.310258924916,0
